Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Lima,PM2.5 - Principal,2017-01-02 01:00 AM,2017,01,02,01,30.2,89,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 02:00 AM,2017,01,02,02,26.8,82,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 03:00 AM,2017,01,02,03,23.4,75,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 04:00 AM,2017,01,02,04,20.8,69,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 05:00 AM,2017,01,02,05,19.5,67,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 06:00 AM,2017,01,02,06,19.7,67,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 07:00 AM,2017,01,02,07,20.3,68,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 08:00 AM,2017,01,02,08,24.5,77,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 09:00 AM,2017,01,02,09,27.3,83,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 10:00 AM,2017,01,02,10,26.7,82,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 11:00 AM,2017,01,02,11,26.8,82,Moderate,27.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 12:00 PM,2017,01,02,12,23.9,76,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 01:00 PM,2017,01,02,13,19.2,66,Moderate,15.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 02:00 PM,2017,01,02,14,20.1,68,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 03:00 PM,2017,01,02,15,20.5,69,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 04:00 PM,2017,01,02,16,21.2,70,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 05:00 PM,2017,01,02,17,23.1,74,Moderate,25.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 06:00 PM,2017,01,02,18,26.0,80,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 07:00 PM,2017,01,02,19,31.0,91,Moderate,36.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 08:00 PM,2017,01,02,20,34.0,97,Moderate,37.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 09:00 PM,2017,01,02,21,36.5,103,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 10:00 PM,2017,01,02,22,34.2,97,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-02 11:00 PM,2017,01,02,23,32.6,94,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 12:00 AM,2017,01,03,00,31.8,92,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 01:00 AM,2017,01,03,01,29.6,88,Moderate,27.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 02:00 AM,2017,01,03,02,26.5,81,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 03:00 AM,2017,01,03,03,27.3,83,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 04:00 AM,2017,01,03,04,28.9,86,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 05:00 AM,2017,01,03,05,29.3,87,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 06:00 AM,2017,01,03,06,30.4,89,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 07:00 AM,2017,01,03,07,35.1,99,Moderate,41.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 08:00 AM,2017,01,03,08,38.9,109,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 09:00 AM,2017,01,03,09,37.1,105,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 10:00 AM,2017,01,03,10,40.4,113,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 11:00 AM,2017,01,03,11,53.8,146,Unhealthy for Sensitive Groups,67.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 12:00 PM,2017,01,03,12,45.9,127,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 01:00 PM,2017,01,03,13,32.9,95,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 02:00 PM,2017,01,03,14,27.9,84,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 03:00 PM,2017,01,03,15,29.9,88,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 04:00 PM,2017,01,03,16,27.4,83,Moderate,25.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 05:00 PM,2017,01,03,17,24.2,76,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 06:00 PM,2017,01,03,18,27.6,84,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 07:00 PM,2017,01,03,19,28.3,85,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 08:00 PM,2017,01,03,20,29.1,87,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 09:00 PM,2017,01,03,21,30.5,90,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 10:00 PM,2017,01,03,22,30.7,90,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-03 11:00 PM,2017,01,03,23,32.2,93,Moderate,34.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 12:00 AM,2017,01,04,00,31.1,91,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 01:00 AM,2017,01,04,01,30.2,89,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 02:00 AM,2017,01,04,02,29.0,87,Moderate,27.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 03:00 AM,2017,01,04,03,27.8,84,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 04:00 AM,2017,01,04,04,34.0,97,Moderate,41.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 05:00 AM,2017,01,04,05,36.9,104,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 06:00 AM,2017,01,04,06,48.7,134,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 07:00 AM,2017,01,04,07,58.3,152,Unhealthy,68.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 08:00 AM,2017,01,04,08,59.7,153,Unhealthy,61.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 09:00 AM,2017,01,04,09,48.8,134,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 10:00 AM,2017,01,04,10,49.4,135,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 11:00 AM,2017,01,04,11,37.7,106,Unhealthy for Sensitive Groups,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 12:00 PM,2017,01,04,12,31.8,92,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 01:00 PM,2017,01,04,13,26.4,81,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 02:00 PM,2017,01,04,14,22.2,72,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 03:00 PM,2017,01,04,15,23.1,74,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 04:00 PM,2017,01,04,16,23.5,75,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 05:00 PM,2017,01,04,17,23.2,74,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 06:00 PM,2017,01,04,18,22.1,72,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 07:00 PM,2017,01,04,19,22.5,73,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 08:00 PM,2017,01,04,20,25.7,80,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 09:00 PM,2017,01,04,21,27.8,84,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 10:00 PM,2017,01,04,22,34.9,99,Moderate,42.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-04 11:00 PM,2017,01,04,23,30.9,91,Moderate,27.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 12:00 AM,2017,01,05,00,30.4,89,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 01:00 AM,2017,01,05,01,30.7,90,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 02:00 AM,2017,01,05,02,30.3,89,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 03:00 AM,2017,01,05,03,30.1,89,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 04:00 AM,2017,01,05,04,31.5,92,Moderate,33.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 05:00 AM,2017,01,05,05,33.7,96,Moderate,36.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 06:00 AM,2017,01,05,06,37.3,105,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 07:00 AM,2017,01,05,07,37.6,106,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 08:00 AM,2017,01,05,08,40.8,114,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 09:00 AM,2017,01,05,09,50.9,139,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 10:00 AM,2017,01,05,10,45.9,127,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 11:00 AM,2017,01,05,11,40.9,114,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 12:00 PM,2017,01,05,12,34.4,98,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 01:00 PM,2017,01,05,13,29.7,88,Moderate,25.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 02:00 PM,2017,01,05,14,26.8,82,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 03:00 PM,2017,01,05,15,24.9,78,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 04:00 PM,2017,01,05,16,23.9,76,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 05:00 PM,2017,01,05,17,23.9,76,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 06:00 PM,2017,01,05,18,26.9,82,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 07:00 PM,2017,01,05,19,30.4,89,Moderate,34.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 08:00 PM,2017,01,05,20,36.2,103,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 09:00 PM,2017,01,05,21,37.9,107,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 10:00 PM,2017,01,05,22,36.6,104,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-05 11:00 PM,2017,01,05,23,31.3,91,Moderate,25.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 12:00 AM,2017,01,06,00,26.7,82,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 01:00 AM,2017,01,06,01,27.3,83,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 02:00 AM,2017,01,06,02,26.7,82,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 03:00 AM,2017,01,06,03,23.3,75,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 04:00 AM,2017,01,06,04,22.6,73,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 05:00 AM,2017,01,06,05,21.8,71,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 06:00 AM,2017,01,06,06,22.4,73,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 07:00 AM,2017,01,06,07,25.2,79,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 08:00 AM,2017,01,06,08,26.1,80,Moderate,27.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 09:00 AM,2017,01,06,09,28.0,84,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 10:00 AM,2017,01,06,10,36.2,103,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 11:00 AM,2017,01,06,11,33.6,96,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 12:00 PM,2017,01,06,12,27.8,84,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 01:00 PM,2017,01,06,13,25.4,79,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 02:00 PM,2017,01,06,14,24.7,77,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 03:00 PM,2017,01,06,15,24.3,77,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 04:00 PM,2017,01,06,16,26.6,81,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 05:00 PM,2017,01,06,17,26.3,81,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 06:00 PM,2017,01,06,18,24.6,77,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 07:00 PM,2017,01,06,19,23.3,75,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 08:00 PM,2017,01,06,20,23.1,74,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 09:00 PM,2017,01,06,21,23.0,74,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 10:00 PM,2017,01,06,22,23.3,75,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-06 11:00 PM,2017,01,06,23,25.1,78,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 12:00 AM,2017,01,07,00,26.2,81,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 01:00 AM,2017,01,07,01,27.2,83,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 02:00 AM,2017,01,07,02,28.5,85,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 03:00 AM,2017,01,07,03,27.5,83,Moderate,25.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 04:00 AM,2017,01,07,04,26.4,81,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 05:00 AM,2017,01,07,05,25.4,79,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 06:00 AM,2017,01,07,06,25.3,79,Moderate,25.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 07:00 AM,2017,01,07,07,26.1,80,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 08:00 AM,2017,01,07,08,28.7,86,Moderate,34.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 09:00 AM,2017,01,07,09,39.0,110,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 10:00 AM,2017,01,07,10,39.0,110,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 11:00 AM,2017,01,07,11,30.0,89,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 12:00 PM,2017,01,07,12,30.0,89,Moderate,-999.0,UG/M3,1 Hr,Missing
Lima,PM2.5 - Principal,2017-01-07 01:00 PM,2017,01,07,13,28.6,86,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 02:00 PM,2017,01,07,14,30.0,89,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 03:00 PM,2017,01,07,15,29.4,87,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 04:00 PM,2017,01,07,16,29.7,88,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 05:00 PM,2017,01,07,17,30.8,90,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 06:00 PM,2017,01,07,18,30.4,89,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 07:00 PM,2017,01,07,19,32.2,93,Moderate,34.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 08:00 PM,2017,01,07,20,32.1,93,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 09:00 PM,2017,01,07,21,32.0,93,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 10:00 PM,2017,01,07,22,31.9,93,Moderate,32.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-07 11:00 PM,2017,01,07,23,31.4,92,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 12:00 AM,2017,01,08,00,31.1,91,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 01:00 AM,2017,01,08,01,31.0,91,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 02:00 AM,2017,01,08,02,30.6,90,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 03:00 AM,2017,01,08,03,29.3,87,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 04:00 AM,2017,01,08,04,29.0,87,Moderate,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 05:00 AM,2017,01,08,05,23.2,74,Moderate,18.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 06:00 AM,2017,01,08,06,40.9,114,Unhealthy for Sensitive Groups,59.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 07:00 AM,2017,01,08,07,54.9,149,Unhealthy for Sensitive Groups,69.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 08:00 AM,2017,01,08,08,70.5,159,Unhealthy,86.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 09:00 AM,2017,01,08,09,74.7,161,Unhealthy,79.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 10:00 AM,2017,01,08,10,60.3,153,Unhealthy,46.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 11:00 AM,2017,01,08,11,44.1,122,Unhealthy for Sensitive Groups,28.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 12:00 PM,2017,01,08,12,36.5,103,Unhealthy for Sensitive Groups,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 01:00 PM,2017,01,08,13,28.7,86,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 02:00 PM,2017,01,08,14,23.8,76,Moderate,19.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 03:00 PM,2017,01,08,15,22.4,73,Moderate,21.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 04:00 PM,2017,01,08,16,22.7,73,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 05:00 PM,2017,01,08,17,21.3,70,Moderate,20.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 06:00 PM,2017,01,08,18,22.1,72,Moderate,23.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 07:00 PM,2017,01,08,19,23.0,74,Moderate,24.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 08:00 PM,2017,01,08,20,24.5,77,Moderate,26.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 09:00 PM,2017,01,08,21,28.7,86,Moderate,33.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 10:00 PM,2017,01,08,22,29.2,87,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-08 11:00 PM,2017,01,08,23,29.9,88,Moderate,31.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-09 12:00 AM,2017,01,09,00,29.9,88,Moderate,30.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-09 01:00 AM,2017,01,09,01,29.5,88,Moderate,29.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-09 02:00 AM,2017,01,09,02,26.5,81,Moderate,22.0,UG/M3,1 Hr,Valid
Lima,PM2.5 - Principal,2017-01-09 03:00 AM,2017,01,09,03,23.9,76,Moderate,20.0,UG/M3,1 Hr,Valid
